Identification Number,Room Assignment for Day 1,Room Assignment for Day 2,Outlook 1,Outlook 2,Proposal 1,Proposal 2,Proposal 3,Proposal 4,Proposal 5,Proposal 6,Proposal 7,Proposal 8,Proposal 9,Proposal 10,Proposal 11,Proposal 12,Motivations 1,Motivations 2,Motivations 3,Motivations 4,Motivations 5,Motivations 6,Motivations 7,Motivations 8,Motivations 9,Motivations 10,Motivations 11,Motivations 12,Motivations 13,Motivations 14,Motivations 15,Motivations 16,Motivations 17,Motivations 18,Motivations 19,Motivations 20,Motivations 21,Motivations 22,Motivations 23,Motivations 24,Motivations 25,Motivations 26,Motivations 27,Motivations 28,Motivations 29,Motivations 30,Motivations 31,Motivations 32,Motivations 33,Values 1,Values 2,Values 3,Values 4,Values 5,Values 6,Values 7,Values 8,Values 9,Mutual Respect 1,Mutual Respect 2,Mutual Respect 3,Mutual Respect 4,Mutual Respect 5,Mutual Respect 6,Political Efficacy 1,Political Efficacy 2,Political Efficacy 3,Political Efficacy 4,Political Efficacy 5,Political Efficacy 6,Political Efficacy 7,Political Efficacy 8,Knowledge 1,Knowledge 2,Knowledge 3,Knowledge 4,Knowledge 5,Knowledge 6,Knowledge 7,Knowledge 8,Knowledge 9,Knowledge 10,Knowledge 11,Evaluation 1,Evaluation 2,Evaluation 3,Evaluation 4,Evaluation 5,Evaluation 6,Evaluation 7,Evaluation 8,Evaluation 9,View of the Democratic Party,View of the Republican Party,View of Congress,View of the President,Overall,Registered to Vote,Voted Before,Political Party Preference,Independent Party Lean,Democratic Party Loyalty,Republican Party Loyalty,Region,Gender,Race and Ethnicity,Education Category,Enrollment Status,University Type,Employment Status,Household Income Level,Interest in Political Issues (Before Deliberation),Interest in Political Issues (After Deliberation),Interest in Social Issues (Before Deliberation),Interest in Social Issues (After Deliberation),Economic Situation (Before Deliberation),Economic Situation (After Deliberation),Read the News on the Internet,Talked with Others about Politics,Use of Social Media for News,Household Income Level (Scale),Political Ideology (Scale),Political Ideology (Scale) (After Deliberation),Age (Scale)
353,20210501-shapefuture-a-session2-l,20210502-shapefuture-a-session2-t,4,9,10,9,10,10,10,10,0,9,2,9,1,10,10,8,9,1,10,7,8,7,9,9,7,7,4,6,7,9,2,1,2,0,7,10,10,0,0,8,8,10,1,1,10,7,9,9,9,10,10,10,4,8,2,8,7,8,8,7,9,9,4,3,6,8,9,9,0,10,1,1,1,1,1,1,0,1,0,1,1,,,,,,,,,,40,10,25,40,,1,1,4,1,,,1,2,1,1,1,,1,4,1,1,1,1,4,3,8,5,1,4,0,0,28
354,20210501-shapefuture-b-session2-i,,0,6,6,10,7,4,7,5,8,9,6,8,7,7,9,10,10,10,10,10,10,10,9,8,10,10,9,10,10,10,10,10,6,4,9,10,10,8,6,8,9,8,5,9,9,9,7,5,6,10,8,9,9,7,4,10,9,10,10,10,5,10,6,10,9,6,10,8,6,9,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,32,49,99,80,,1,1,1,,2,,2,1,6,1,1,,2,1,1,3,1,2,5,6,8,7,4,1,5,1,22
355,20210501-shapefuture-b-session1-f,,5,4,4,3,4,,5,5,7,7,7,4,5,2,0,2,4,6,7,7,7,7,6,6,2,0,4,10,8,7,2,8,7,8,2,8,8,10,3,7,10,5,5,6,6,4,6,7,7,7,5,8,7,9,5,7,7,7,7,8,6,5,4,6,6,6,5,1,7,5,1,1,0,1,0,0,1,1,0,0,1,,,,,,,,,,58,67,38,49,,2,2,1,,1,,1,1,5,1,1,,4,1,2,3,2,2,4,4,2,6,3,1,6,5,26
356,20210501-shapefuture-a-session2-o,,,6,,8,10,3,8,10,0,10,7,2,10,0,10,10,10,10,10,10,10,10,10,10,10,10,,,10,6,5,,7,10,10,0,10,0,3,10,10,,0,0,10,,,9,10,10,10,10,10,10,10,10,10,,10,1,10,10,0,6,10,9,,5,2,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,2,1,,2,,1,1,1,1,1,,1,,2,2,2,2,5,4,6,0,2,8,6,,29
357,20210501-shapefuture-a-session1-m,,3,10,8,7,10,9,10,10,4,9,8,,8,9,10,7,10,3,10,10,8,8,9,10,10,9,7,6,9,10,1,9,3,3,10,,,8,3,8,3,6,3,1,,10,10,10,10,10,9,10,9,10,7,10,4,10,9,2,8,8,2,1,4,9,10,8,10,10,1,0,1,0,1,1,0,1,1,1,1,,,,,,,,,,29,4,21,48,,1,1,1,,2,,1,1,2,1,1,,4,2,1,1,1,1,4,4,8,6,1,2,0,1,20
358,,,4,7,,10,10,,10,10,10,0,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,10,0,10,0,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,0,7,10,0,0,0,0,0,0,0,0,5,10,10,10,5,10,1,1,1,0,0,1,0,1,0,1,1,,,,,,,,,,90,84,85,94,,1,1,1,,1,,1,2,5,1,1,,1,,1,1,1,1,2,1,8,5,1,8,4,5,27
359,20210501-shapefuture-b-session2-f,20210502-shapefuture-b-session2-f,3,9,7,5,7,8,7,9,3,7,3,7,5,6,8,7,7,6,7,7,8,7,8,8,7,7,7,7,7,8,3,5,4,3,7,6,6,5,2,6,6,6,3,3,6,7,7,7,8,7,7,8,4,6,2,6,3,4,4,3,5,5,2,6,7,7,5,3,3,3,0,0,1,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,2,2,2,1,,,1,,3,3,1,,4,1,3,2,2,1,4,5,8,0,3,1,5,5,28
360,20210501-shapefuture-a-session2-j,20210502-shapefuture-a-session2-l,7,10,,,10,6,8,10,7,5,8,,5,8,10,10,10,4,7,,10,,10,10,10,10,10,10,10,8,3,3,,,9,10,10,4,0,3,,,3,7,10,10,7,10,10,10,10,10,,10,6,10,6,5,6,10,9,10,4,6,8,,4,2,10,10,1,1,1,0,1,0,0,1,0,1,1,,,,,,,,,,51,27,30,74,,1,1,1,,2,,2,1,1,2,2,1,1,1,2,2,1,1,5,5,8,4,2,1,5,5,
361,20210501-shapefuture-a-session1-i,20210502-shapefuture-a-session1-a,6,10,10,,10,10,10,10,2,3,2,6,6,3,10,10,10,1,10,10,10,,6,7,8,9,6,7,10,9,2,0,2,2,9,10,10,6,1,5,,,1,5,10,7,6,10,10,3,10,7,0,8,3,10,7,8,2,5,6,6,4,3,,10,9,6,,,1,1,1,0,1,1,0,0,0,0,1,,,,,,,,,,70,10,50,80,,2,2,1,,1,,1,2,1,2,2,2,4,5,2,1,2,1,3,3,8,4,2,5,2,0,
362,20210501-shapefuture-a-session1-j,,5,9,6,6,7,6,3,10,,,3,7,2,9,8,7,7,2,9,,8,5,5,6,6,6,3,7,7,8,3,5,3,3,8,7,3,4,8,3,5,7,7,3,9,5,8,10,10,7,5,7,6,7,3,6,7,8,7,7,8,8,4,4,7,10,9,6,5,10,1,1,1,0,1,1,1,0,0,0,1,,,,,,,,,,75,25,55,85,,1,1,2,1,,,2,2,5,2,2,1,4,5,2,2,2,2,3,3,2,1,3,5,4,3,
363,20210501-shapefuture-a-session2-d,20210502-shapefuture-a-session2-g,5,8,8,7,10,10,7,9,7,8,5,4,6,5,10,7,10,5,8,7,7,7,7,7,7,7,6,7,9,7,5,3,4,4,8,9,5,7,5,3,3,3,5,6,10,5,5,10,10,10,10,10,5,7,7,10,7,7,5,6,8,8,2,0,0,9,7,9,9,7,1,1,1,0,1,0,0,1,1,1,0,,,,,,,,,,50,50,40,50,,1,1,1,,1,,1,2,3,2,2,2,4,3,2,2,1,1,4,4,8,2,2,3,5,3,
364,20210501-shapefuture-a-session1-m,20210502-shapefuture-a-session1-m,7,8,7,7,9,8,5,9,3,7,3,7,3,7,6,6,7,6,7,6,6,4,3,7,7,6,7,7,7,8,3,4,2,2,8,7,8,2,1,7,4,4,3,3,8,,,7,8,8,8,8,6,7,7,8,7,8,6,3,8,7,6,1,2,9,8,6,10,10,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,85,15,85,85,,1,1,1,,1,,1,1,1,2,2,2,1,6,2,1,1,1,3,3,7,4,3,6,2,1,
365,20210501-shapefuture-a-session1-f,20210502-shapefuture-a-session1-b,2,10,5,6,6,4,5,7,3,7,4,,4,5,8,7,6,4,5,5,5,5,5,5,5,5,5,6,6,10,3,8,2,2,6,5,6,3,3,6,5,5,2,2,5,,,10,10,10,10,7,5,3,3,10,3,3,3,3,3,3,4,6,5,5,4,5,5,7,1,0,1,0,0,0,0,1,0,1,1,,,,,,,,,,1,1,1,25,,1,2,2,2,,,1,1,1,2,2,2,4,,2,2,2,2,4,5,4,2,5,8,4,5,
366,20210501-shapefuture-a-session2-o,20210502-shapefuture-a-session2-m,6,10,,,10,10,10,10,0,10,0,10,0,10,10,10,10,,10,,10,10,10,10,8,7,3,,10,10,0,0,,,10,10,10,0,0,10,10,10,0,0,5,,,10,10,10,10,10,10,10,5,10,5,5,5,5,10,10,,,5,10,10,10,10,10,1,1,1,1,1,1,0,1,0,1,1,,,,,,,,,,71,10,58,55,,1,1,1,,1,,1,2,4,2,2,1,4,1,1,1,1,1,5,5,8,3,1,1,0,0,
367,20210501-shapefuture-b-session2-a,20210502-shapefuture-b-session2-d,4,8,,10,10,10,10,,5,5,0,10,,,10,5,10,,10,,10,10,10,7,7,7,0,7,10,8,2,0,,,5,10,10,,0,5,8,,5,4,10,5,5,10,10,10,5,10,0,10,0,10,0,4,0,5,10,10,5,7,7,10,5,2,10,10,0,0,1,1,1,1,0,0,0,1,1,,,,,,,,,,60,2,47,46,,1,1,1,,1,,1,1,1,2,2,2,4,7,2,2,1,1,3,1,1,0,4,7,0,0,
368,20210501-shapefuture-b-session1-f,20210502-shapefuture-b-session1-b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,2,,,,2,,1,,5,,,,,,3,
369,20210501-shapefuture-a-session1-l,20210502-shapefuture-a-session1-n,5,9,,9,10,9,7,10,1,4,0,4,1,9,10,8,10,5,8,9,8,9,6,7,8,10,2,4,7,10,4,0,1,2,8,8,8,0,0,6,9,9,2,1,10,8,10,10,8,10,10,8,3,10,2,7,7,8,3,7,6,5,4,3,5,7,8,7,4,10,1,1,1,1,0,1,1,1,0,1,1,,,,,,,,,,60,4,30,55,,1,1,1,,1,,1,1,1,2,2,1,1,1,1,1,2,2,2,4,4,1,3,1,1,1,
370,20210501-shapefuture-a-session1-g,20210502-shapefuture-a-session1-c,7,8,5,6,3,1,1,6,7,4,7,3,7,5,1,8,7,6,7,4,6,3,5,7,6,6,6,6,6,6,4,5,6,4,7,6,4,8,2,3,6,4,7,6,7,2,2,5,8,8,7,4,5,6,3,8,4,6,4,5,7,6,5,4,4,6,5,7,9,9,1,1,1,0,0,1,0,1,0,1,1,,,,,,,,,,22,71,50,39,,1,1,3,,,2,2,1,1,2,2,2,4,6,2,2,2,2,2,1,3,0,3,6,7,7,
371,20210501-shapefuture-a-session2-v,20210502-shapefuture-a-session2-q,5,9,7,7,7,6,5,9,,6,1,7,,3,10,8,8,1,7,,7,1,7,9,9,9,6,9,9,7,1,9,3,3,9,9,9,2,0,5,7,4,2,2,9,0,0,10,10,10,10,10,5,10,10,10,4,6,2,9,7,7,1,1,5,6,6,3,9,9,1,1,1,1,1,1,0,1,0,1,1,,,,,,,,,,75,25,45,45,,1,1,1,,2,,2,1,1,2,2,2,1,3,2,2,2,2,3,3,5,0,3,3,5,4,
372,20210501-shapefuture-a-session2-k,20210502-shapefuture-a-session2-b,3,4,,,1,2,1,5,10,0,7,3,5,8,2,5,5,0,5,1,,7,7,6,7,7,4,7,5,3,4,2,,4,5,5,1,6,5,0,3,3,7,7,3,0,0,5,2,7,,0,10,0,6,6,8,6,8,3,7,10,2,4,2,,8,9,5,8,1,1,1,0,1,1,0,1,0,1,1,,,,,,,,,,10,65,5,25,,1,1,2,3,,,2,2,5,2,2,1,4,1,2,2,2,1,3,3,7,3,2,1,7,8,
373,20210501-shapefuture-a-session1-b,20210502-shapefuture-a-session1-o,6,8,8,8,6,10,3,10,,,8,3,9,6,4,6,8,,7,,5,2,7,7,7,,0,,,8,2,2,5,3,5,9,,0,0,6,3,3,5,2,7,8,9,10,10,2,5,7,9,7,7,10,,,,10,7,,0,0,10,1,8,6,1,10,1,1,1,0,1,1,0,0,0,0,1,,,,,,,,,,70,25,,65,,1,1,2,1,,,1,1,3,2,2,2,2,1,1,1,1,1,3,3,3,2,2,1,2,3,
374,20210501-shapefuture-a-session2-a,20210502-shapefuture-a-session2-c,7,6,3,8,3,0,0,0,10,0,2,8,1,10,,,0,0,10,5,8,,,0,6,10,8,8,5,0,4,10,4,3,3,0,0,9,8,0,8,7,9,5,3,,,1,5,10,6,0,8,7,0,6,0,7,0,8,6,5,0,0,2,5,7,7,6,10,1,1,1,0,1,1,0,1,0,1,1,,,,,,,,,,15,70,,20,,1,1,3,,,1,2,2,1,2,2,1,4,5,2,2,2,2,4,4,3,1,5,5,8,8,
375,20210501-shapefuture-a-session1-e,20210502-shapefuture-a-session1-f,5,10,10,9,10,10,10,10,0,10,2,3,10,5,9,10,10,10,10,10,10,10,10,10,10,10,7,8,9,10,6,10,10,10,10,10,10,7,3,10,8,7,2,4,10,10,10,10,10,10,10,10,9,9,10,10,5,10,6,8,10,9,2,5,9,10,8,9,10,10,1,1,1,0,1,1,0,0,1,0,1,,,,,,,,,,100,1,80,90,,1,1,1,,1,,1,1,3,2,2,2,1,1,1,2,1,1,3,3,6,3,1,1,1,0,
376,20210501-shapefuture-a-session2-f,,5,10,10,7,10,10,,10,1,8,5,8,8,8,10,9,10,10,10,10,10,9,9,10,10,10,10,10,10,10,2,3,5,5,9,9,8,5,3,6,6,6,4,4,10,9,9,10,10,10,10,10,7,9,8,8,6,6,4,8,7,7,5,5,4,8,6,5,6,10,1,1,1,0,0,0,0,1,0,1,1,,,,,,,,,,60,30,40,49,,1,1,1,,1,,2,1,1,2,2,2,5,7,2,2,1,2,3,3,6,4,2,7,1,0,
377,20210501-shapefuture-b-session2-c,20210502-shapefuture-b-session2-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,,,,3,,1,,3,,,,,,3,
378,20210501-shapefuture-a-session2-f,20210502-shapefuture-a-session2-c,3,9,,7,8,7,4,6,4,8,5,6,6,9,8,7,8,4,7,,7,7,7,8,8,8,8,8,8,7,2,5,4,6,6,,7,5,2,6,7,8,2,3,8,5,,10,10,10,9,7,7,8,5,9,1,7,2,9,3,7,3,0,6,7,7,7,3,10,0,1,1,1,1,1,0,1,1,1,0,,,,,,,,,,70,40,,55,,1,1,1,,2,,2,1,1,2,2,2,1,6,3,2,2,2,2,1,1,2,3,6,2,2,
379,20210501-shapefuture-b-session1-b,20210502-shapefuture-b-session1-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,2,,,,1,,1,,4,,,,,,3,
380,20210501-shapefuture-a-session2-j,20210502-shapefuture-a-session2-m,0,10,,7,10,10,10,10,0,7,4,1,7,,10,8,9,6,7,9,9,9,9,8,8,8,0,7,7,8,0,0,1,1,10,9,9,4,0,8,,,0,0,10,,,10,8,7,10,9,3,7,5,7,6,10,10,1,10,10,0,3,9,10,10,3,0,2,1,1,1,0,0,1,0,0,0,1,0,,,,,,,,,,22,0,4,7,,1,1,4,1,,,2,3,1,2,2,2,2,3,1,2,1,1,3,4,5,6,2,3,0,0,
381,20210501-shapefuture-a-session2-g,20210502-shapefuture-a-session2-r,4,9,8,9,7,10,6,10,3,4,0,9,1,10,7,9,10,4,6,8,10,9,7,7,10,10,5,8,7,9,4,3,2,1,9,10,9,2,0,6,10,10,4,0,7,8,9,8,10,7,9,8,4,9,4,9,8,9,8,7,6,10,3,5,3,10,6,10,6,10,1,1,1,1,1,1,0,1,0,1,1,,,,,,,,,,60,10,20,65,,1,1,1,,1,,2,2,1,2,2,1,4,6,1,1,1,1,2,3,8,5,3,6,0,1,
382,,20210502-shapefuture-a-session1-f,4,8,6,,7,9,3,10,3,8,0,8,,,7,8,10,,10,,,7,,,10,10,7,,,7,0,,3,3,10,,8,7,1,6,10,,2,2,10,,,8,10,3,5,8,1,10,10,10,5,7,5,7,10,5,0,4,2,8,9,9,9,10,0,1,1,1,1,1,0,1,0,1,1,,,,,,,,,,60,10,30,50,,1,1,1,,2,,1,3,2,2,2,2,4,5,2,2,1,1,3,4,4,2,2,5,2,2,
383,20210501-shapefuture-a-session2-o,20210502-shapefuture-a-session2-l,4,7,,5,6,8,4,7,2,7,3,7,3,6,6,6,6,4,6,,,6,,6,6,6,5,5,5,6,3,5,,,7,5,5,4,3,6,6,5,2,2,7,,,6,6,7,5,6,4,7,5,7,6,8,6,9,6,7,3,3,2,6,7,8,9,10,1,1,1,0,1,1,0,0,0,0,1,,,,,,,,,,71,38,61,55,,1,1,1,,2,,1,1,1,2,2,2,4,,1,1,1,1,3,3,6,4,2,8,3,4,
384,20210501-shapefuture-a-session2-i,20210502-shapefuture-a-session2-e,2,9,6,3,2,2,2,4,8,2,3,3,2,10,3,3,6,6,8,,,,6,9,9,9,6,6,6,7,6,3,1,1,,4,4,6,6,1,1,10,7,9,10,,,10,0,10,9,0,6,6,0,5,0,7,7,,0,,2,0,6,,6,6,3,8,1,1,1,0,1,1,0,1,0,1,1,,,,,,,,,,1,50,1,1,,1,1,2,3,,,2,2,1,2,2,1,4,1,2,2,2,2,5,5,6,0,5,1,2,3,
385,20210501-shapefuture-a-session1-n,20210502-shapefuture-a-session1-l,6,10,10,5,10,10,6,10,0,10,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,3,5,9,10,3,5,5,5,10,10,10,6,1,9,9,9,0,2,10,6,6,10,10,10,10,10,10,10,10,10,8,8,8,6,10,10,5,1,4,10,10,10,7,10,1,1,1,0,1,1,0,1,0,1,1,,,,,,,,,,80,8,40,70,,1,1,1,,1,,1,1,1,2,2,2,4,4,1,1,1,1,4,4,3,7,2,4,3,3,
386,20210501-shapefuture-a-session2-h,20210502-shapefuture-a-session2-o,6,8,,7,,9,4,8,10,0,5,7,7,7,8,10,10,3,10,10,8,10,10,10,7,9,8,9,10,8,4,2,0,0,8,6,3,5,5,2,5,7,9,6,4,,6,8,6,5,8,5,5,7,0,10,6,5,5,7,6,6,2,8,8,7,7,8,7,6,0,0,1,1,1,1,0,0,0,1,1,,,,,,,,,,65,35,75,,,3,2,2,1,,,1,3,5,2,2,1,4,6,2,2,1,1,2,1,1,0,4,6,3,4,
387,20210501-shapefuture-a-session2-p,20210502-shapefuture-a-session2-k,3,8,,,8,9,,9,,,6,,6,,8,10,10,0,6,6,8,8,,,7,9,6,6,7,7,2,8,9,8,8,10,8,,1,,4,,5,7,6,,,8,7,7,7,9,7,7,4,10,7,10,6,7,9,10,5,6,8,7,9,7,6,10,1,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,99,15,,62,,1,1,1,,1,,1,1,1,2,2,2,1,3,2,2,1,1,5,4,7,4,2,3,3,2,
388,20210501-shapefuture-a-session2-e,20210502-shapefuture-a-session2-b,3,8,8,8,8,10,10,10,0,10,10,0,10,0,10,10,10,0,10,10,10,10,8,10,10,10,10,10,10,5,0,10,3,0,10,10,10,3,0,10,10,0,0,0,10,7,5,10,7,10,10,7,5,10,3,10,5,5,3,5,7,5,3,6,6,10,10,7,7,8,1,1,1,0,1,1,0,1,0,1,1,,,,,,,,,,50,0,25,15,,1,1,1,,1,,1,1,2,2,2,1,1,,1,1,1,1,2,3,8,5,1,8,2,3,
389,20210501-shapefuture-a-session2-o,20210502-shapefuture-a-session2-c,2,3,3,9,8,4,3,7,3,3,3,4,4,7,5,9,8,2,9,,8,,9,,,,,,,1,1,2,2,2,6,5,4,3,2,2,2,3,1,,10,0,2,9,8,10,10,4,4,9,3,10,8,9,1,6,8,3,5,7,6,10,7,2,4,8,1,0,0,1,0,1,0,0,0,1,1,,,,,,,,,,60,40,50,45,,1,1,2,1,,,1,1,1,2,2,2,4,,2,2,1,1,2,3,2,3,4,8,3,4,
390,20210501-shapefuture-a-session2-m,20210502-shapefuture-a-session2-k,2,8,8,8,7,10,10,10,0,10,10,8,6,10,10,9,9,6,10,10,10,5,10,9,10,10,5,9,10,10,0,0,7,6,10,10,10,2,0,8,3,6,0,0,10,10,10,10,10,10,10,10,7,10,7,10,8,10,8,10,6,1,1,0,3,10,8,9,2,10,1,1,1,1,1,1,0,1,0,1,1,,,,,,,,,,66,1,54,68,,1,1,1,,1,,1,2,1,2,2,2,1,1,1,1,1,1,2,1,8,3,1,1,1,1,
391,,,4,4,2,8,4,1,6,3,10,0,6,2,4,10,5,7,4,0,6,3,5,7,7,6,4,3,0,7,5,2,4,8,5,5,6,6,0,1,7,0,5,9,8,5,0,6,,5,0,7,7,2,6,10,6,8,3,6,6,8,3,10,2,7,10,3,10,9,3,8,1,1,1,0,1,1,0,1,0,1,1,,,,,,,,,,37,58,21,66,,1,1,1,,2,,2,2,5,2,2,1,2,,1,1,2,1,4,4,5,6,1,8,6,6,
392,20210501-shapefuture-a-session1-d,20210502-shapefuture-a-session1-e,0,0,0,0,5,0,10,10,10,0,10,5,5,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,10,10,5,0,0,0,10,0,10,0,0,10,10,10,10,10,10,10,10,,10,10,10,10,9,10,0,0,10,0,10,10,10,10,1,1,1,0,0,1,0,0,1,0,1,,,,,,,,,,100,100,78,100,,1,1,3,,,1,1,1,1,2,2,3,1,3,1,1,1,1,2,6,8,7,1,3,3,2,
393,20210501-shapefuture-a-session1-e,20210502-shapefuture-a-session1-g,3,10,,,6,10,9,10,0,6,2,10,3,10,10,8,10,7,8,5,7,6,6,7,8,8,2,6,7,10,2,1,3,3,9,8,10,3,0,9,9,9,0,0,10,5,3,9,9,9,7,8,2,7,2,9,6,7,5,7,8,9,3,7,6,8,8,10,3,10,1,1,1,1,1,1,1,1,0,1,1,,,,,,,,,,65,5,50,85,,1,1,1,,2,,1,1,1,2,2,1,4,6,1,1,1,1,3,3,8,7,2,6,0,0,
394,20210501-shapefuture-a-session2-b,20210502-shapefuture-a-session2-r,6,10,,,6,10,0,7,6,0,6,3,8,3,10,10,10,0,9,,10,10,10,10,10,5,8,10,10,10,0,3,0,0,10,8,1,8,5,0,0,0,5,,,,,10,10,10,10,10,10,10,10,10,5,0,0,0,8,0,0,2,0,10,10,3,10,10,1,1,1,0,1,1,0,0,0,0,1,,,,,,,,,,10,10,30,10,,1,1,2,1,,,1,1,3,2,2,2,4,6,1,1,1,1,3,4,4,2,4,6,6,6,
395,20210501-shapefuture-a-session2-e,20210502-shapefuture-a-session2-f,0,10,9,7,10,10,10,10,3,10,2,8,5,10,10,9,9,4,8,10,10,8,8,7,9,10,6,7,8,9,0,0,0,0,10,10,10,8,0,7,9,10,3,0,10,,,9,10,10,10,9,4,10,3,10,3,7,4,3,6,10,2,0,8,10,9,10,8,10,1,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,46,0,26,42,,1,1,1,,2,,1,1,4,2,2,2,4,5,2,1,1,1,3,4,8,2,3,5,0,0,
396,,,4,9,7,3,10,8,3,10,0,10,3,7,10,9,8,8,7,4,7,6,6,5,7,7,7,8,7,7,9,10,1,1,3,2,7,10,4,3,2,10,7,7,0,0,10,5,6,10,10,6,5,6,3,6,9,7,9,10,8,10,10,8,6,8,8,8,8,7,3,10,0,1,1,0,1,1,0,1,0,1,1,,,,,,,,,,70,0,81,79,,1,1,1,,1,,1,1,3,2,2,2,2,6,1,1,1,1,2,1,2,3,1,6,1,0,
397,20210501-shapefuture-b-session2-j,20210502-shapefuture-b-session2-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,2,3,,,,1,,1,,4,,,,,,0,
398,20210501-shapefuture-a-session1-r,20210502-shapefuture-a-session1-k,7,10,10,10,10,10,10,10,4,8,3,7,2,8,10,10,10,0,7,10,10,8,9,6,8,6,7,4,6,10,3,7,8,8,10,10,10,6,0,6,9,9,5,3,5,8,6,10,10,7,6,9,8,7,7,8,4,7,5,4,6,4,3,4,6,10,7,2,7,10,1,0,1,0,0,1,0,1,0,1,1,,,,,,,,,,69,40,40,50,,1,1,1,,1,,1,1,3,2,2,2,4,7,2,1,2,1,2,1,1,1,2,7,2,0,
399,,20210502-shapefuture-a-session1-a,4,9,7,8,10,7,5,10,5,6,6,5,6,5,10,8,10,5,8,5,10,5,9,10,10,10,10,8,8,10,0,1,6,6,8,8,10,6,1,5,,,4,4,5,,,10,10,9,9,10,,5,5,10,5,5,5,7,5,10,3,5,6,10,8,1,8,10,0,0,1,0,0,1,0,1,0,0,1,,,,,,,,,,80,0,10,60,,1,1,1,,2,,1,1,4,2,2,,4,4,2,2,1,1,3,4,1,0,2,4,3,3,
400,20210501-shapefuture-a-session2-d,20210502-shapefuture-a-session2-i,2,10,8,8,,10,10,10,2,8,4,9,2,10,10,8,10,1,10,10,7,7,4,10,,,,,,10,2,,0,0,10,10,10,,0,10,10,10,0,0,10,,,9,10,10,5,8,0,10,5,9,9,9,9,5,9,2,1,6,8,9,9,7,4,10,1,1,1,1,0,1,0,0,1,1,0,,,,,,,,,,3,1,2,2,,1,1,4,4,,,1,3,5,2,2,2,2,,2,2,1,1,3,3,4,2,2,8,,,
401,20210501-shapefuture-a-session2-n,20210502-shapefuture-a-session2-a,3,10,7,10,10,10,9,10,0,10,0,0,0,0,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,3,3,10,10,10,10,1,10,10,5,0,0,10,,,10,10,10,10,10,2,8,5,10,8,8,8,0,9,10,2,0,0,10,10,10,1,10,0,1,1,0,1,1,0,1,0,1,1,,,,,,,,,,70,0,22,50,,1,1,1,,1,,2,2,1,2,2,2,5,1,1,1,1,1,5,5,8,7,1,1,0,0,
402,20210501-shapefuture-a-session2-q,20210502-shapefuture-a-session2-q,8,10,7,8,10,6,3,10,0,9,3,8,8,3,,9,9,0,8,8,7,7,,6,6,6,6,8,8,10,2,8,7,3,8,10,8,4,0,7,6,2,1,1,9,0,0,10,10,10,8,8,7,7,6,10,7,7,3,7,8,1,3,4,10,7,6,4,5,10,1,1,1,0,1,1,0,1,0,1,1,,,,,,,,,,76,26,,67,,1,1,1,,1,,1,1,3,2,2,2,4,,2,2,2,2,3,3,4,3,2,8,2,3,
403,20210501-shapefuture-a-session1-k,20210502-shapefuture-a-session1-m,7,4,3,3,7,7,2,6,8,1,6,7,4,7,5,6,6,3,6,3,6,4,5,7,7,5,5,5,6,1,4,4,4,4,6,4,1,3,4,1,3,2,7,8,10,0,0,8,4,7,6,4,8,8,8,8,7,8,9,3,3,8,4,4,5,5,8,8,7,10,1,1,1,0,1,1,0,1,1,1,1,,,,,,,,,,6,85,42,5,,1,1,3,,,1,2,1,1,2,2,2,1,6,1,2,3,3,3,3,,5,2,6,7,7,
